         time            Ca              
    6.7342299223E-01    2.1146599749E-10    3.9846593142E-01
    6.7417401075E-01    2.0623899810E-10    3.9414650202E-01
    6.7492502928E-01    2.0114200583E-10    3.8987249136E-01
    6.7567598820E-01    1.9617099611E-10    3.8564375043E-01
    6.7642599344E-01    1.9132299911E-10    3.8146477938E-01
    6.7717701197E-01    1.8659400414E-10    3.7732419372E-01
    6.7792797089E-01    1.8198299812E-10    3.7322756648E-01
    6.7867898941E-01    1.7748499892E-10    3.6917379498E-01
    6.7942899466E-01    1.7309899347E-10    3.6516818404E-01
    6.8018001318E-01    1.6882099885E-10    3.6119949818E-01
    6.8093097210E-01    1.6464800356E-10    3.5727301240E-01
    6.8168199062E-01    1.6057899455E-10    3.5338774323E-01
    6.8243199587E-01    1.5661100194E-10    3.4954872727E-01
    6.8318301439E-01    1.5274000120E-10    3.4574520588E-01
    6.8393397331E-01    1.4896499312E-10    3.4198227525E-01
    6.8468499184E-01    1.4528299397E-10    3.3825892210E-01
    6.8543499708E-01    1.4169300455E-10    3.3457997441E-01
    6.8618601561E-01    1.3819100031E-10    3.3093515038E-01
    6.8693697453E-01    1.3477599592E-10    3.2732927799E-01
    6.8768799305E-01    1.3144499378E-10    3.2376146317E-01
    6.8843799829E-01    1.2819599549E-10    3.2023632526E-01
    6.8918901682E-01    1.2502800184E-10    3.1674394011E-01
    6.8993997574E-01    1.2193800136E-10    3.1328898668E-01
    6.9069099426E-01    1.1892399565E-10    3.0987051129E-01
    6.9144099951E-01    1.1598499938E-10    3.0649304390E-01
    6.9219201803E-01    1.1311800108E-10    3.0314704776E-01
    6.9294297695E-01    1.1032300073E-10    2.9983699322E-01
    6.9369399548E-01    1.0759600155E-10    2.9656198621E-01
    6.9444400072E-01    1.0493699659E-10    2.9332631826E-01
    6.9519501925E-01    1.0234400133E-10    2.9012086987E-01
    6.9594597816E-01    9.9814198573E-11    2.8694993258E-01
    6.9669699669E-01    9.7347400974E-11    2.8381267190E-01
    6.9744700193E-01    9.4941499107E-11    2.8071311116E-01
    6.9819802046E-01    9.2595098256E-11    2.7764260769E-01
    6.9894897938E-01    9.0306602474E-11    2.7460521460E-01
    6.9969999790E-01    8.8074700311E-11    2.7160012722E-01
    7.0045000315E-01    8.5897997049E-11    2.6863121986E-01
    7.0120102167E-01    8.3775097970E-11    2.6569020748E-01
    7.0195198059E-01    8.1704601418E-11    2.6278096437E-01
    7.0270299911E-01    7.9685300025E-11    2.5990271568E-01
    7.0345300436E-01    7.7716000302E-11    2.5705924630E-01
    7.0420402288E-01    7.5795300591E-11    2.5424247980E-01
    7.0495498180E-01    7.3922000465E-11    2.5145620108E-01
    7.0570600033E-01    7.2095100723E-11    2.4869970977E-01
    7.0645600557E-01    7.0313296852E-11    2.4597652256E-01
    7.0720702410E-01    6.8575499446E-11    2.4327898026E-01
    7.0795798302E-01    6.6880702365E-11    2.4061070383E-01
    7.0870900154E-01    6.5227802326E-11    2.3797096312E-01
    7.0945900679E-01    6.3615702983E-11    2.3536317050E-01
    7.1021002531E-01    6.2043502280E-11    2.3278000951E-01
    7.1096098423E-01    6.0510096933E-11    2.3022490740E-01
    7.1171200275E-01    5.9014598763E-11    2.2769717872E-01
    7.1246200800E-01    5.7556098776E-11    2.2520008683E-01
    7.1321302652E-01    5.6133698384E-11    2.2272661328E-01
    7.1396398544E-01    5.4746301242E-11    2.2028005123E-01
    7.1471500397E-01    5.3393300198E-11    2.1785973012E-01
    7.1546500921E-01    5.2073699519E-11    2.1546880901E-01
    7.1621602774E-01    5.0786701233E-11    2.1310053766E-01
    7.1696698666E-01    4.9531601043E-11    2.1075806022E-01
    7.1771800518E-01    4.8307399747E-11    2.0844075084E-01
    7.1846801043E-01    4.7113500601E-11    2.0615161955E-01
    7.1921902895E-01    4.5949199307E-11    2.0388419926E-01
    7.1996998787E-01    4.4813500133E-11    2.0164151490E-01
    7.2072100639E-01    4.3706000624E-11    1.9942298532E-01
    7.2147101164E-01    4.2625798724E-11    1.9723144174E-01
    7.2222197056E-01    4.1572398302E-11    1.9506089389E-01
    7.2297298908E-01    4.0544900770E-11    1.9291372597E-01
    7.2372400761E-01    3.9542900204E-11    1.9078987837E-01
    7.2447401285E-01    3.8565598631E-11    1.8869188428E-01
    7.2522497177E-01    3.7612499920E-11    1.8661403656E-01
    7.2597599030E-01    3.6682899773E-11    1.8455858529E-01
    7.2672700882E-01    3.5776298590E-11    1.8252548575E-01
    7.2747701406E-01    3.4892099626E-11    1.8051718175E-01
    7.2822797298E-01    3.4029799811E-11    1.7852815986E-01
    7.2897899151E-01    3.3188698317E-11    1.7656064034E-01
    7.2973001003E-01    3.2368500241E-11    1.7461451888E-01
    7.3048001528E-01    3.1568501285E-11    1.7269216478E-01
    7.3123097420E-01    3.0788298994E-11    1.7078828812E-01
    7.3198199272E-01    3.0027400705E-11    1.6890500486E-01
    7.3273301125E-01    2.9285299880E-11    1.6704225540E-01
    7.3348301649E-01    2.8561500387E-11    1.6520226002E-01
    7.3423397541E-01    2.7855599771E-11    1.6337999701E-01
    7.3498499393E-01    2.7167200781E-11    1.6157744825E-01
    7.3573601246E-01    2.6495699731E-11    1.5979456902E-01
    7.3648601770E-01    2.5840900600E-11    1.5803349018E-01
    7.3723697662E-01    2.5202300316E-11    1.5628941357E-01
    7.3798799515E-01    2.4579399280E-11    1.5456421673E-01
    7.3873901367E-01    2.3971900853E-11    1.5285785496E-01
    7.3948901892E-01    2.3379499725E-11    1.5117239952E-01
    7.4023997784E-01    2.2801699764E-11    1.4950321615E-01
    7.4099099636E-01    2.2238100250E-11    1.4785213768E-01
    7.4174201488E-01    2.1688499954E-11    1.4621908963E-01
    7.4249202013E-01    2.1152499891E-11    1.4460606873E-01
    7.4324297905E-01    2.0629699338E-11    1.4300863445E-01
    7.4399399757E-01    2.0119900537E-11    1.4142854512E-01
    7.4474501610E-01    1.9622600420E-11    1.3986574113E-01
    7.4549502134E-01    1.9137700105E-11    1.3832210004E-01
    7.4624598026E-01    1.8664699994E-11    1.3679340482E-01
    7.4699699879E-01    1.8203400592E-11    1.3528132439E-01
    7.4774801731E-01    1.7753500059E-11    1.3378579915E-01
    7.4849802256E-01    1.7314800635E-11    1.3230863214E-01
    7.4924898148E-01    1.6886799251E-11    1.3084577024E-01
    7.5000000000E-01    1.6469499375E-11    1.2939882278E-01
